LIBNAME,MEMNAME,MEMLABEL,TYPEMEM,NAME,TYPE,LENGTH,VARNUM,LABEL,FORMAT,FORMATL,FORMATD,INFORMAT,INFORML,INFORMD,JUST,NPOS,NOBS,ENGINE,CRDATE,MODATE,DELOBS,IDXUSAGE,MEMTYPE,IDXCOUNT,PROTECT,FLAGS,COMPRESS,REUSE,SORTED,SORTEDBY,CHARSET,COLLATE,NODUPKEY,NODUPREC,ENCRYPT,POINTOBS,GENMAX,GENNUM,GENNEXT,TRANSCOD
DATAQASG,JZM_PROCEDURE_TCMG,,,Indieningsdatum,1,8,11,INDIENINGSDATUM,DATETIME,22,3,DATETIME,22,3,1,40,1266,BASE,29JUN20:13:56:42,29JUN20:13:56:42,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,JZM_PROCEDURE_TCMG,,,Jaar,1,8,1,JAAR,,5,0,,5,0,1,0,1266,BASE,29JUN20:13:56:42,29JUN20:13:56:42,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,JZM_PROCEDURE_TCMG,,,Jz_id,1,8,4,JZ_ID,,13,0,,13,0,1,16,1266,BASE,29JUN20:13:56:42,29JUN20:13:56:42,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,JZM_PROCEDURE_TCMG,,,Jz_nr,2,6,3,JZ_NR,$,6,0,$,6,0,0,120,1266,BASE,29JUN20:13:56:42,29JUN20:13:56:42,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,JZM_PROCEDURE_TCMG,,,Jzm_beroep,2,1,18,JZM_BEROEP,$,1,0,$,1,0,0,394,1266,BASE,29JUN20:13:56:42,29JUN20:13:56:42,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,JZM_PROCEDURE_TCMG,,,Jzm_bezwaar,2,1,17,JZM_BEZWAAR,$,1,0,$,1,0,0,393,1266,BASE,29JUN20:13:56:42,29JUN20:13:56:42,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,JZM_PROCEDURE_TCMG,,,Jzm_hoger_beroep,2,1,19,JZM_HOGER_BEROEP,$,1,0,$,1,0,0,395,1266,BASE,29JUN20:13:56:42,29JUN20:13:56:42,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,JZM_PROCEDURE_TCMG,,,Jzm_verz_schadeverg,2,1,20,JZM_VERZ_SCHADEVERG,$,1,0,$,1,0,0,396,1266,BASE,29JUN20:13:56:42,29JUN20:13:56:42,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,JZM_PROCEDURE_TCMG,,,Mutatie_dat,1,8,29,MUTATIE_DAT,DATETIME,22,3,DATETIME,22,3,1,104,1266,BASE,29JUN20:13:56:42,29JUN20:13:56:42,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,JZM_PROCEDURE_TCMG,,,Mutatie_user,2,30,28,MUTATIE_USER,$,30,0,$,30,0,0,431,1266,BASE,29JUN20:13:56:42,29JUN20:13:56:42,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,JZM_PROCEDURE_TCMG,,,Problematiekcode,1,8,23,PROBLEMATIEKCODE,,3,0,,3,0,1,80,1266,BASE,29JUN20:13:56:42,29JUN20:13:56:42,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,JZM_PROCEDURE_TCMG,,,Proc_type,2,3,16,PROC_TYPE,$,3,0,$,3,0,0,390,1266,BASE,29JUN20:13:56:42,29JUN20:13:56:42,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,JZM_PROCEDURE_TCMG,,,Ssg_cd,2,1,6,SSG_CD,$,1,0,$,1,0,0,129,1266,BASE,29JUN20:13:56:42,29JUN20:13:56:42,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,JZM_PROCEDURE_TCMG,,,Sts_cd,2,3,5,STS_CD,$,3,0,$,3,0,0,126,1266,BASE,29JUN20:13:56:42,29JUN20:13:56:42,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,JZM_PROCEDURE_TCMG,,,Technisch_cor_id,1,8,30,TECHNISCH_COR_ID,,13,0,,13,0,1,112,1266,BASE,29JUN20:13:56:42,29JUN20:13:56:42,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,JZM_PROCEDURE_TCMG,,,Volgnr,1,8,2,VOLGNR,,5,0,,5,0,1,8,1266,BASE,29JUN20:13:56:42,29JUN20:13:56:42,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,JZM_PROCEDURE_TCMG,,,notities,2,256,15,NOTITIES,$,256,0,$,256,0,0,134,1266,BASE,29JUN20:13:56:42,29JUN20:13:56:42,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,JZM_REACTIE_TERMIJN_TCMG,,,Creatie_dat,1,8,6,CREATIE_DAT,DATETIME,22,3,DATETIME,22,3,1,8,8,BASE,29JUN20:13:56:45,29JUN20:13:56:45,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,JZM_REACTIE_TERMIJN_TCMG,,,Creatie_user,2,30,5,CREATIE_USER,$,30,0,$,30,0,0,38,8,BASE,29JUN20:13:56:45,29JUN20:13:56:45,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,JZM_REACTIE_TERMIJN_TCMG,,,Cst_cd,2,8,2,CST_CD,$,8,0,$,8,0,0,27,8,BASE,29JUN20:13:56:45,29JUN20:13:56:45,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,JZM_REACTIE_TERMIJN_TCMG,,,Mutatie_dat,1,8,8,MUTATIE_DAT,DATETIME,22,3,DATETIME,22,3,1,16,8,BASE,29JUN20:13:56:45,29JUN20:13:56:45,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,JZM_REACTIE_TERMIJN_TCMG,,,Mutatie_user,2,30,7,MUTATIE_USER,$,30,0,$,30,0,0,68,8,BASE,29JUN20:13:56:45,29JUN20:13:56:45,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,JZM_REACTIE_TERMIJN_TCMG,,,Reactie_cd,2,3,3,REACTIE_CD,$,3,0,$,3,0,0,35,8,BASE,29JUN20:13:56:45,29JUN20:13:56:45,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,JZM_REACTIE_TERMIJN_TCMG,,,Rol_cd,2,3,1,ROL_CD,$,3,0,$,3,0,0,24,8,BASE,29JUN20:13:56:45,29JUN20:13:56:45,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,JZM_REACTIE_TERMIJN_TCMG,,,Termijn,1,8,4,TERMIJN,,5,0,,5,0,1,0,8,BASE,29JUN20:13:56:45,29JUN20:13:56:45,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,JZM_STATUSREGEL_TCMG,,,Commentaar,2,2048,6,COMMENTAAR,$,2048,0,$,2048,0,0,68,7022,BASE,29JUN20:13:56:46,29JUN20:13:56:46,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,JZM_STATUSREGEL_TCMG,,,Cor_id_tot,1,8,12,COR_ID_TOT,,13,0,,13,0,1,48,7022,BASE,29JUN20:13:56:46,29JUN20:13:56:46,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,JZM_STATUSREGEL_TCMG,,,Cor_id_van,1,8,11,COR_ID_VAN,,13,0,,13,0,1,40,7022,BASE,29JUN20:13:56:46,29JUN20:13:56:46,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,JZM_STATUSREGEL_TCMG,,,Creatie_dat,1,8,8,CREATIE_DAT,DATETIME,22,3,DATETIME,22,3,1,24,7022,BASE,29JUN20:13:56:46,29JUN20:13:56:46,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,JZM_STATUSREGEL_TCMG,,,Creatie_user,2,30,7,CREATIE_USER,$,30,0,$,30,0,0,2116,7022,BASE,29JUN20:13:56:46,29JUN20:13:56:46,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,JZM_STATUSREGEL_TCMG,,,Datum_tot,1,8,2,DATUM_TOT,DATETIME,22,3,DATETIME,22,3,1,8,7022,BASE,29JUN20:13:56:46,29JUN20:13:56:46,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,JZM_STATUSREGEL_TCMG,,,Datum_van,1,8,1,DATUM_VAN,DATETIME,22,3,DATETIME,22,3,1,0,7022,BASE,29JUN20:13:56:46,29JUN20:13:56:46,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,JZM_STATUSREGEL_TCMG,,,Jz_id,1,8,3,JZ_ID,,13,0,,13,0,1,16,7022,BASE,29JUN20:13:56:46,29JUN20:13:56:46,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,JZM_STATUSREGEL_TCMG,,,Mutatie_dat,1,8,10,MUTATIE_DAT,DATETIME,22,3,DATETIME,22,3,1,32,7022,BASE,29JUN20:13:56:46,29JUN20:13:56:46,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,JZM_STATUSREGEL_TCMG,,,Mutatie_user,2,30,9,MUTATIE_USER,$,30,0,$,30,0,0,2146,7022,BASE,29JUN20:13:56:46,29JUN20:13:56:46,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,JZM_STATUSREGEL_TCMG,,,Ssg_cd,2,1,5,SSG_CD,$,1,0,$,1,0,0,67,7022,BASE,29JUN20:13:56:46,29JUN20:13:56:46,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,JZM_STATUSREGEL_TCMG,,,Sts_cd,2,3,4,STS_CD,$,3,0,$,3,0,0,64,7022,BASE,29JUN20:13:56:46,29JUN20:13:56:46,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,JZM_STATUSREGEL_TCMG,,,Volg_nr,1,8,13,VOLG_NR,,11,0,,11,0,1,56,7022,BASE,29JUN20:13:56:46,29JUN20:13:56:46,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,JZM_UITSPRAAK_TCMG,,,Creatie_dat,1,8,3,CREATIE_DAT,DATETIME,22,3,DATETIME,22,3,1,0,13,BASE,29JUN20:13:57:52,29JUN20:13:57:52,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,JZM_UITSPRAAK_TCMG,,,Creatie_user,2,30,2,CREATIE_USER,$,30,0,$,30,0,0,41,13,BASE,29JUN20:13:57:52,29JUN20:13:57:52,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,JZM_UITSPRAAK_TCMG,,,Mutatie_dat,1,8,5,MUTATIE_DAT,DATETIME,22,3,DATETIME,22,3,1,8,13,BASE,29JUN20:13:57:52,29JUN20:13:57:52,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,JZM_UITSPRAAK_TCMG,,,Mutatie_user,2,30,4,MUTATIE_USER,$,30,0,$,30,0,0,71,13,BASE,29JUN20:13:57:52,29JUN20:13:57:52,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,JZM_UITSPRAAK_TCMG,,,Uitspraak,2,25,1,UITSPRAAK,$,25,0,$,25,0,0,16,13,BASE,29JUN20:13:57:52,29JUN20:13:57:52,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,OBJ_LOKATIE_TCMG,,,Bik_cd,2,9,1,BIK_CD,$,9,0,$,9,0,0,48,166534,BASE,29JUN20:13:50:26,29JUN20:13:50:26,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,OBJ_LOKATIE_TCMG,,,Bik_oms,2,200,2,BIK_OMS,$,200,0,$,200,0,0,57,166534,BASE,29JUN20:13:50:26,29JUN20:13:50:26,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,OBJ_LOKATIE_TCMG,,,Bouwtype,2,1,3,BOUWTYPE,$,1,0,$,1,0,0,257,166534,BASE,29JUN20:13:50:26,29JUN20:13:50:26,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,OBJ_LOKATIE_TCMG,,,Creatie_dat,1,8,4,CREATIE_DAT,DATETIME,22,3,DATETIME,22,3,1,0,166534,BASE,29JUN20:13:50:26,29JUN20:13:50:26,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,OBJ_LOKATIE_TCMG,,,Creatie_user,2,30,5,CREATIE_USER,$,30,0,$,30,0,0,258,166534,BASE,29JUN20:13:50:26,29JUN20:13:50:26,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,OBJ_LOKATIE_TCMG,,,Dos_id,1,8,6,DOS_ID,,13,0,,13,0,1,8,166534,BASE,29JUN20:13:50:26,29JUN20:13:50:26,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,OBJ_LOKATIE_TCMG,,,EobjectLocatie_id,1,8,7,EOBJECTLOCATIE_ID,,13,0,,13,0,1,16,166534,BASE,29JUN20:13:50:26,29JUN20:13:50:26,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,OBJ_LOKATIE_TCMG,,,Extra_gegevens,2,255,8,EXTRA_GEGEVENS,$,255,0,$,255,0,0,288,166534,BASE,29JUN20:13:50:26,29JUN20:13:50:26,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,OBJ_LOKATIE_TCMG,,,Huisnr,2,30,9,HUISNR,$,30,0,$,30,0,0,543,166534,BASE,29JUN20:13:50:26,29JUN20:13:50:26,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,OBJ_LOKATIE_TCMG,,,Huisnr_toevoeging,2,12,10,HUISNR_TOEVOEGING,$,12,0,$,12,0,0,573,166534,BASE,29JUN20:13:50:26,29JUN20:13:50:26,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,OBJ_LOKATIE_TCMG,,,Lok_id,1,8,11,LOK_ID,,13,0,,13,0,1,24,166534,BASE,29JUN20:13:50:26,29JUN20:13:50:26,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,OBJ_LOKATIE_TCMG,,,Mutatie_dat,1,8,12,MUTATIE_DAT,DATETIME,22,3,DATETIME,22,3,1,32,166534,BASE,29JUN20:13:50:26,29JUN20:13:50:26,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,OBJ_LOKATIE_TCMG,,,Mutatie_user,2,30,13,MUTATIE_USER,$,30,0,$,30,0,0,585,166534,BASE,29JUN20:13:50:26,29JUN20:13:50:26,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,OBJ_LOKATIE_TCMG,,,Naam,2,100,14,NAAM,$,100,0,$,100,0,0,615,166534,BASE,29JUN20:13:50:26,29JUN20:13:50:26,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,OBJ_LOKATIE_TCMG,,,Plaats,2,30,15,PLAATS,$,30,0,$,30,0,0,715,166534,BASE,29JUN20:13:50:26,29JUN20:13:50:26,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,OBJ_LOKATIE_TCMG,,,Postcode,2,6,16,POSTCODE,$,6,0,$,6,0,0,745,166534,BASE,29JUN20:13:50:26,29JUN20:13:50:26,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,OBJ_LOKATIE_TCMG,,,Prg_id,1,8,17,PRG_ID,,13,0,,13,0,1,40,166534,BASE,29JUN20:13:50:26,29JUN20:13:50:26,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,OBJ_LOKATIE_TCMG,,,Provincie,2,30,18,PROVINCIE,$,30,0,$,30,0,0,751,166534,BASE,29JUN20:13:50:26,29JUN20:13:50:26,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,OBJ_LOKATIE_TCMG,,,Straat,2,60,19,STRAAT,$,60,0,$,60,0,0,781,166534,BASE,29JUN20:13:50:26,29JUN20:13:50:26,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,PCT_MUT_TCMG,,,Mutatie_ind,2,16,2,MUTATIE_IND,$,16,0,$,16,0,0,1,685,BASE,29JUN20:13:57:55,29JUN20:13:57:55,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,PCT_MUT_TCMG,,,Mutatie_srt,2,1,1,MUTATIE_SRT,$,1,0,$,1,0,0,0,685,BASE,29JUN20:13:57:55,29JUN20:13:57:55,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,PCT_MUT_TCMG,,,New_cebuco_code,2,3,34,NEW_CEBUCO_CODE,$,3,0,$,3,0,0,383,685,BASE,29JUN20:13:57:55,29JUN20:13:57:55,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,PCT_MUT_TCMG,,,New_cijfer,2,4,19,NEW_CIJFER,$,4,0,$,4,0,0,201,685,BASE,29JUN20:13:57:55,29JUN20:13:57:55,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,PCT_MUT_TCMG,,,New_codebreekpunt_tm,2,5,23,NEW_CODEBREEKPUNT_TM,$,5,0,$,5,0,0,213,685,BASE,29JUN20:13:57:55,29JUN20:13:57:55,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,PCT_MUT_TCMG,,,New_codebreekpunt_van,2,5,22,NEW_CODEBREEKPUNT_VAN,$,5,0,$,5,0,0,208,685,BASE,29JUN20:13:57:55,29JUN20:13:57:55,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,PCT_MUT_TCMG,,,New_extract_straatnaam,2,5,30,NEW_EXTRACT_STRAATNAAM,$,5,0,$,5,0,0,348,685,BASE,29JUN20:13:57:55,29JUN20:13:57:55,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,PCT_MUT_TCMG,,,New_extract_woonplaats,2,4,29,NEW_EXTRACT_WOONPLAATS,$,4,0,$,4,0,0,344,685,BASE,29JUN20:13:57:55,29JUN20:13:57:55,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,PCT_MUT_TCMG,,,New_gemeentecode,2,4,31,NEW_GEMEENTECODE,$,4,0,$,4,0,0,353,685,BASE,29JUN20:13:57:55,29JUN20:13:57:55,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,PCT_MUT_TCMG,,,New_gemeentenaam,2,24,32,NEW_GEMEENTENAAM,$,24,0,$,24,0,0,357,685,BASE,29JUN20:13:57:55,29JUN20:13:57:55,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,PCT_MUT_TCMG,,,New_letter,2,2,20,NEW_LETTER,$,2,0,$,2,0,0,205,685,BASE,29JUN20:13:57:55,29JUN20:13:57:55,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,PCT_MUT_TCMG,,,New_provinciecode,2,2,33,NEW_PROVINCIECODE,$,2,0,$,2,0,0,381,685,BASE,29JUN20:13:57:55,29JUN20:13:57:55,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,PCT_MUT_TCMG,,,New_reeksindicatie,2,1,21,NEW_REEKSINDICATIE,$,1,0,$,1,0,0,207,685,BASE,29JUN20:13:57:55,29JUN20:13:57:55,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,PCT_MUT_TCMG,,,New_straatnaam_nen,2,24,27,NEW_STRAATNAAM_NEN,$,24,0,$,24,0,0,277,685,BASE,29JUN20:13:57:55,29JUN20:13:57:55,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,PCT_MUT_TCMG,,,New_straatnaam_off,2,43,28,NEW_STRAATNAAM_OFF,$,43,0,$,43,0,0,301,685,BASE,29JUN20:13:57:55,29JUN20:13:57:55,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,PCT_MUT_TCMG,,,New_straatnaam_ptt,2,17,26,NEW_STRAATNAAM_PTT,$,17,0,$,17,0,0,260,685,BASE,29JUN20:13:57:55,29JUN20:13:57:55,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,PCT_MUT_TCMG,,,New_woonplaatsnaam_nen,2,24,25,NEW_WOONPLAATSNAAM_NEN,$,24,0,$,24,0,0,236,685,BASE,29JUN20:13:57:55,29JUN20:13:57:55,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,PCT_MUT_TCMG,,,New_woonplaatsnaam_ptt,2,18,24,NEW_WOONPLAATSNAAM_PTT,$,18,0,$,18,0,0,218,685,BASE,29JUN20:13:57:55,29JUN20:13:57:55,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,PCT_MUT_TCMG,,,Old_cebuco_code,2,3,18,OLD_CEBUCO_CODE,$,3,0,$,3,0,0,198,685,BASE,29JUN20:13:57:55,29JUN20:13:57:55,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,PCT_MUT_TCMG,,,Old_cijfer,2,4,3,OLD_CIJFER,$,4,0,$,4,0,0,17,685,BASE,29JUN20:13:57:55,29JUN20:13:57:55,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,PCT_MUT_TCMG,,,Old_codebreekpunt_tm,2,5,7,OLD_CODEBREEKPUNT_TM,$,5,0,$,5,0,0,29,685,BASE,29JUN20:13:57:55,29JUN20:13:57:55,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,PCT_MUT_TCMG,,,Old_codebreekpunt_van,2,5,6,OLD_CODEBREEKPUNT_VAN,$,5,0,$,5,0,0,24,685,BASE,29JUN20:13:57:55,29JUN20:13:57:55,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,PCT_MUT_TCMG,,,Old_extract_straatnaam,2,5,14,OLD_EXTRACT_STRAATNAAM,$,5,0,$,5,0,0,164,685,BASE,29JUN20:13:57:55,29JUN20:13:57:55,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,PCT_MUT_TCMG,,,Old_extract_woonplaats,2,4,13,OLD_EXTRACT_WOONPLAATS,$,4,0,$,4,0,0,160,685,BASE,29JUN20:13:57:55,29JUN20:13:57:55,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,PCT_MUT_TCMG,,,Old_gemeentecode,2,4,15,OLD_GEMEENTECODE,$,4,0,$,4,0,0,169,685,BASE,29JUN20:13:57:55,29JUN20:13:57:55,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,PCT_MUT_TCMG,,,Old_gemeentenaam,2,24,16,OLD_GEMEENTENAAM,$,24,0,$,24,0,0,173,685,BASE,29JUN20:13:57:55,29JUN20:13:57:55,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,PCT_MUT_TCMG,,,Old_letter,2,2,4,OLD_LETTER,$,2,0,$,2,0,0,21,685,BASE,29JUN20:13:57:55,29JUN20:13:57:55,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,PCT_MUT_TCMG,,,Old_provinciecode,2,1,17,OLD_PROVINCIECODE,$,1,0,$,1,0,0,197,685,BASE,29JUN20:13:57:55,29JUN20:13:57:55,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,PCT_MUT_TCMG,,,Old_reeksindicatie,2,1,5,OLD_REEKSINDICATIE,$,1,0,$,1,0,0,23,685,BASE,29JUN20:13:57:55,29JUN20:13:57:55,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,PCT_MUT_TCMG,,,Old_straatnaam_nen,2,24,11,OLD_STRAATNAAM_NEN,$,24,0,$,24,0,0,93,685,BASE,29JUN20:13:57:55,29JUN20:13:57:55,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,PCT_MUT_TCMG,,,Old_straatnaam_off,2,43,12,OLD_STRAATNAAM_OFF,$,43,0,$,43,0,0,117,685,BASE,29JUN20:13:57:55,29JUN20:13:57:55,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
DATAQASG,PCT_MUT_TCMG,,,Old_straatnaam_ptt,2,17,10,OLD_STRAATNAAM_PTT,$,17,0,$,17,0,0,76,685,BASE,29JUN20:13:57:55,29JUN20:13:57:55,0,NONE,DATA,0,---,---,CHAR,NO,,,,,NO,NO,NO,YES,0,,,YES
